client_id,first_name,last_name,gender,date_of_birth,phone_number,email,address,city,state,postal_code,date_of_registration,client_type
841,Brenda,Meyer,female,1970-02-15,921-112-4291,brenda.meyer@outlook.com,449 Davis Circle,Mount Vernon,New York,12201,2021-05-01,buyer
842,Amy,Gonzalez,male,1978-03-14,586-848-6260,amy.gonzalez@hotmail.com,64889 Melissa Place,Utica,New York,12301,2021-05-12,renter
843,Jennifer,Woods,female,1984-01-11,985-906-9832,jennifer.woods@gmail.com,09898 Wagner Club Apt. 275,New Rochelle,New York,13201,2020-02-15,landlord
844,Roberto,May,female,1981-08-11,718-145-5335,roberto.may@gmail.com,42382 Sandy Brook Apt. 229,Utica,New York,10550,2020-02-06,landlord
845,Mia,Allen,female,1944-06-17,671-570-9101,mia.allen@yahoo.com,9713 Kevin Well Suite 003,Syracuse,New York,14201,2022-04-01,buyer
846,Michael,Snyder,male,1976-03-24,731-274-9986,michael.snyder@gmail.com,356 Nathaniel Dam,Mount Vernon,New York,10701,2021-05-24,seller
847,Bethany,Williams,male,1978-03-19,938-484-1109,bethany.williams@yahoo.com,171 Erika Highway Suite 180,New Rochelle,New York,14602,2022-11-20,landlord
848,Mark,Paul,male,2004-11-03,463-588-4384,mark.paul@gmail.com,587 Gregory Turnpike Apt. 532,Utica,New York,13501,2022-10-25,buyer
849,Andrew,West,male,2000-03-20,616-107-4127,andrew.west@outlook.com,31365 Jefferson Harbor,Buffalo,New York,13501,2021-08-11,seller
850,Pamela,Shannon,male,1963-06-14,915-892-3580,pamela.shannon@hotmail.com,88741 Anderson Pine Suite 825,Albany,New York,10550,2022-11-26,renter
851,Tammy,Collins,male,1988-02-19,123-317-4119,tammy.collins@gmail.com,2087 Combs Extensions,Buffalo,New York,10550,2024-02-29,landlord
852,Deborah,Caldwell,male,1981-08-01,571-308-8565,deborah.caldwell@hotmail.com,98296 Gerald Centers Apt. 863,Syracuse,New York,10001,2022-12-14,seller
853,Matthew,Harris,male,1984-05-19,717-559-7775,matthew.harris@yahoo.com,08100 Lindsay Motorway,New York,New York,12201,2021-03-14,seller
854,Jodi,Christian,male,1981-06-22,987-246-5138,jodi.christian@yahoo.com,7617 Pearson Flats Apt. 056,Schenectady,New York,10001,2020-06-18,buyer
855,Steven,Wise,male,1974-05-20,633-667-7794,steven.wise@outlook.com,498 Jerry Parkways Suite 398,Yonkers,New York,14602,2021-07-16,renter
856,Kathryn,Graham,male,1988-12-28,545-267-9012,kathryn.graham@outlook.com,630 Hunt Summit Suite 481,Utica,New York,14201,2022-11-16,landlord
857,Ryan,Walker,female,1958-02-16,138-326-7837,ryan.walker@outlook.com,82813 Kim Tunnel,New York,New York,10801,2021-12-17,renter
858,Andrew,Lee,female,1938-06-15,573-928-1450,andrew.lee@yahoo.com,7734 Gardner Isle Suite 832,Albany,New York,13201,2021-11-15,seller
859,Ashley,Hamilton,female,2003-12-05,205-103-3525,ashley.hamilton@outlook.com,55843 Nicole Spring,Rochester,New York,10550,2024-06-30,landlord
860,Danielle,Reed,male,1976-09-19,244-707-3424,danielle.reed@outlook.com,5208 Rhodes Extensions Suite 028,Syracuse,New York,12301,2021-04-12,renter
861,John,Malone,female,1934-09-24,760-288-2006,john.malone@outlook.com,252 Jennifer Fields Apt. 874,Albany,New York,14201,2023-04-04,buyer
862,Heather,Pruitt,male,1934-01-24,215-843-5107,heather.pruitt@hotmail.com,97210 Tara Vista,Albany,New York,14602,2023-09-22,landlord
863,Alexander,Roman,female,1989-06-23,120-504-1439,alexander.roman@gmail.com,4374 Cooper Summit,New York,New York,12301,2024-06-30,renter
864,James,Alvarez,male,1970-09-05,179-124-3257,james.alvarez@hotmail.com,022 Monica Circle,Buffalo,New York,10701,2023-08-28,buyer
865,Matthew,Schultz,male,1990-07-13,360-129-8566,matthew.schultz@outlook.com,101 Munoz Corners,Yonkers,New York,10701,2024-03-04,seller
866,Andrea,Small,male,1979-02-14,542-499-6676,andrea.small@gmail.com,53694 Gary Bridge Apt. 189,Mount Vernon,New York,12201,2020-12-05,landlord
867,Daniel,Crawford,female,2005-03-12,828-411-5335,daniel.crawford@yahoo.com,637 White Junctions Apt. 256,New Rochelle,New York,14602,2022-02-02,renter
868,Bridget,Williams,female,1995-12-20,152-265-8525,bridget.williams@yahoo.com,0885 Lang Square,Yonkers,New York,14602,2020-11-09,renter
869,Bryce,Strickland,male,1970-09-21,821-584-3407,bryce.strickland@yahoo.com,90413 Fernandez Knoll Suite 296,Albany,New York,13201,2021-03-01,seller
870,Jean,Roberts,female,1981-07-04,970-672-3678,jean.roberts@gmail.com,8232 Buck Track Apt. 023,New Rochelle,New York,10001,2022-11-10,renter
871,Erica,Webster,male,1978-03-26,578-713-5688,erica.webster@outlook.com,946 Jackson Street,New York,New York,14602,2022-06-24,renter
872,Sandra,Wagner,male,1942-09-01,106-641-4901,sandra.wagner@outlook.com,22747 Davies Courts Apt. 574,Yonkers,New York,10701,2021-05-05,buyer
873,Kari,Torres,female,1965-12-01,884-632-5912,kari.torres@gmail.com,2575 Watson Mall,New Rochelle,New York,10701,2021-02-25,renter
874,Rodney,Clayton,female,2003-04-20,168-154-3416,rodney.clayton@yahoo.com,6393 Michael Rest,Albany,New York,10701,2022-01-04,seller
875,Christopher,Snyder,male,2000-10-02,342-634-4470,christopher.snyder@yahoo.com,509 Steven Isle Suite 920,New Rochelle,New York,10701,2024-01-27,seller
876,David,Spence,female,1946-10-20,789-231-8286,david.spence@hotmail.com,5253 Frank Mills,Albany,New York,14602,2022-02-01,buyer
877,Justin,Dickson,female,1965-10-29,319-103-9472,justin.dickson@gmail.com,8884 Long Centers Apt. 708,Syracuse,New York,12301,2023-04-19,seller
878,Joy,Wilson,female,1958-08-09,135-601-2850,joy.wilson@hotmail.com,0039 Mark Crest,Schenectady,New York,14201,2024-02-20,buyer
879,Brittany,Scott,female,1974-11-23,630-869-5431,brittany.scott@hotmail.com,7483 Brandi Junction Apt. 881,Rochester,New York,13201,2022-06-18,seller
880,Katherine,Riggs,female,1948-04-16,728-857-7656,katherine.riggs@outlook.com,2138 Coleman Estates Apt. 073,Syracuse,New York,10801,2023-10-14,landlord
881,Derrick,Fox,male,1942-01-21,783-113-2941,derrick.fox@hotmail.com,082 Peter Burg Suite 467,New Rochelle,New York,13501,2022-07-07,landlord
882,Zachary,Lane,female,2006-02-27,114-414-8672,zachary.lane@hotmail.com,17943 Ramirez Park,Albany,New York,12301,2023-04-20,buyer
883,Anita,Bryan,male,2001-04-12,400-836-9725,anita.bryan@outlook.com,3341 Martinez Lakes Apt. 027,Buffalo,New York,13501,2023-10-29,buyer
884,David,Johnson,female,1956-06-21,302-793-6820,david.johnson@yahoo.com,019 Kristen Haven Apt. 796,Yonkers,New York,13501,2024-07-09,landlord
885,Oscar,Cox,female,1985-05-16,404-816-5067,oscar.cox@outlook.com,568 Frances Divide Apt. 449,New York,New York,14602,2024-05-29,renter
886,Barbara,Castaneda,female,2001-11-26,383-423-2680,barbara.castaneda@gmail.com,2159 Hodges Oval,Rochester,New York,12301,2024-06-07,renter
887,Regina,Morrow,female,1982-12-03,273-769-5422,regina.morrow@outlook.com,603 Caldwell Viaduct Apt. 733,Yonkers,New York,13201,2024-06-10,buyer
888,Nathan,Benson,female,1941-11-13,132-291-1835,nathan.benson@yahoo.com,13051 Pamela Station,Albany,New York,14201,2020-08-16,renter
889,Dan,Cook,female,1954-02-20,274-293-9122,dan.cook@outlook.com,10052 Wood Trail,New Rochelle,New York,14201,2021-09-01,buyer
890,Daniel,Johnson,male,1992-04-19,213-907-5126,daniel.johnson@yahoo.com,3380 Benjamin Pine Apt. 781,New Rochelle,New York,14201,2023-08-28,seller
891,Brian,Moore,female,1980-02-26,191-929-8293,brian.moore@yahoo.com,142 Richard Drive,Yonkers,New York,14602,2022-07-15,renter
892,Robert,Ellis,male,2005-03-05,736-289-3529,robert.ellis@outlook.com,62482 Weiss Mountains,Yonkers,New York,10701,2022-07-18,seller
893,Bethany,Rodriguez,male,1951-03-20,129-232-6710,bethany.rodriguez@hotmail.com,6471 Diane Mall Suite 281,Mount Vernon,New York,14201,2021-06-30,renter
894,John,Lopez,female,1975-11-28,266-487-1233,john.lopez@hotmail.com,6085 James Extensions Suite 971,Schenectady,New York,13501,2023-12-18,landlord
895,Loretta,Carney,female,1953-01-24,887-658-9808,loretta.carney@gmail.com,16250 Lisa Cliff,Albany,New York,13201,2023-12-23,landlord
896,Martha,Rosales,male,2006-03-04,912-789-1031,martha.rosales@hotmail.com,51200 Harrell Centers Suite 992,Mount Vernon,New York,10001,2021-11-26,landlord
897,Kim,Bright,male,1951-10-18,326-252-6343,kim.bright@gmail.com,1770 Joel Place Apt. 488,Schenectady,New York,10001,2024-01-15,seller
898,Katherine,Bradley,male,1991-11-03,766-243-5047,katherine.bradley@hotmail.com,4590 Colon Springs,Syracuse,New York,10701,2024-01-15,renter
899,Mary,Rodriguez,male,1994-10-22,261-429-7231,mary.rodriguez@outlook.com,5099 Jackson Well Suite 738,New Rochelle,New York,12201,2024-05-13,seller
900,Emma,Lopez,male,1980-11-26,641-210-3647,emma.lopez@gmail.com,6547 Keller Lodge Suite 800,New Rochelle,New York,13501,2020-11-13,buyer
901,Joseph,Reed,male,1973-05-15,355-803-3454,joseph.reed@yahoo.com,1064 Jill Mission Apt. 613,Syracuse,New York,14201,2023-06-12,seller
902,Roy,Kim,female,1998-05-29,740-882-2908,roy.kim@yahoo.com,119 Marie Isle Suite 180,Rochester,New York,13201,2022-04-21,seller
903,Heather,Davis,male,1947-01-11,858-173-3761,heather.davis@outlook.com,74492 Jackson Rapid Apt. 541,Schenectady,New York,14201,2024-02-05,buyer
904,Jesus,Harris,male,1944-07-06,691-355-3146,jesus.harris@yahoo.com,711 Black Mission,Yonkers,New York,10001,2023-06-27,buyer
905,Scott,Baker,female,1985-12-21,807-512-4404,scott.baker@gmail.com,4324 Marcus Mount Apt. 976,New York,New York,10701,2021-02-09,landlord
906,Jacqueline,Rivera,female,1986-02-28,691-408-9224,jacqueline.rivera@gmail.com,606 Derek Way Suite 388,Schenectady,New York,10550,2024-03-24,renter
907,Stephen,Miller,female,1973-02-26,810-467-2474,stephen.miller@outlook.com,216 Brown Landing,New Rochelle,New York,14201,2020-06-06,buyer
908,Margaret,Elliott,male,1963-10-01,822-829-1568,margaret.elliott@hotmail.com,834 Ford Loop,Syracuse,New York,14201,2022-01-26,seller
909,Scott,Webb,female,1983-12-12,850-402-6845,scott.webb@hotmail.com,904 Clark Canyon,Albany,New York,10550,2024-01-15,seller
910,Christopher,Martinez,male,2001-01-01,761-413-9786,christopher.martinez@outlook.com,80717 Mary Freeway,New York,New York,10550,2020-09-06,renter
911,Emily,Wright,male,1991-03-05,717-370-9793,emily.wright@hotmail.com,211 Mitchell Isle,New York,New York,13201,2021-11-22,seller
912,Julie,Curry,male,1948-07-29,486-860-7941,julie.curry@hotmail.com,016 Brandon Ville Apt. 488,New Rochelle,New York,14602,2020-12-23,buyer
913,Sherry,Brown,female,1987-10-03,872-526-1738,sherry.brown@outlook.com,322 Angela Extension,Schenectady,New York,12201,2021-01-08,buyer
914,Joseph,Mcmillan,male,1973-05-11,231-980-5579,joseph.mcmillan@yahoo.com,32537 Norris Divide Suite 104,New York,New York,14602,2022-09-29,renter
915,Joshua,Meyers,male,1986-03-28,604-501-5049,joshua.meyers@hotmail.com,78989 Frank Square,Albany,New York,12201,2020-05-09,renter
916,Toni,Watts,male,1988-05-05,175-636-4263,toni.watts@gmail.com,81800 Paul Grove Apt. 496,Yonkers,New York,10801,2020-07-15,landlord
917,Travis,Chavez,female,1946-07-17,805-797-6091,travis.chavez@hotmail.com,238 Blake Village,Schenectady,New York,10801,2023-03-04,renter
918,Erin,Miller,male,1962-09-24,396-615-7693,erin.miller@outlook.com,8757 Wheeler Bypass Apt. 914,Mount Vernon,New York,14201,2023-03-06,landlord
919,Daniel,Reid,female,1977-08-14,742-152-9718,daniel.reid@gmail.com,23093 Jackson Station,Utica,New York,10550,2022-03-22,seller
920,Douglas,Carter,female,1934-01-06,588-607-4996,douglas.carter@hotmail.com,3266 Karla Spring Apt. 119,Syracuse,New York,10001,2024-04-06,landlord
921,Amber,Miller,male,1947-11-15,717-744-4294,amber.miller@hotmail.com,06441 Mcdaniel Walks,Utica,New York,13501,2022-05-04,landlord
922,Elaine,Robinson,female,2002-09-12,549-182-8369,elaine.robinson@yahoo.com,705 Justin Lodge Suite 191,Rochester,New York,10801,2022-11-24,renter
923,Alexis,Morrow,male,1993-09-01,644-754-3567,alexis.morrow@hotmail.com,873 Moore Mills,Utica,New York,13201,2022-07-28,renter
924,David,Garcia,male,2005-01-30,549-316-7680,david.garcia@outlook.com,0951 Courtney Shoal Apt. 245,Buffalo,New York,10801,2020-12-24,buyer
925,Lawrence,Jones,female,1963-07-03,950-919-7880,lawrence.jones@outlook.com,1504 Brown Ridges Suite 866,Albany,New York,13501,2023-08-24,landlord
926,Amanda,Richard,male,1987-08-04,358-706-7018,amanda.richard@yahoo.com,8602 Michelle Motorway,Rochester,New York,10001,2023-12-15,renter
927,Sean,Davis,male,1967-03-22,480-672-7704,sean.davis@gmail.com,97967 Austin Springs,Mount Vernon,New York,13501,2021-08-06,renter
928,Trevor,Crane,female,1980-07-13,221-640-4113,trevor.crane@gmail.com,1080 Mark Knolls Apt. 771,Syracuse,New York,14201,2021-03-25,buyer
929,Dakota,Hayes,male,1995-05-18,604-996-1499,dakota.hayes@yahoo.com,04334 Love Plains Suite 531,Schenectady,New York,12201,2021-02-24,renter
930,Jacob,Jenkins,female,1968-05-11,899-817-2844,jacob.jenkins@yahoo.com,08551 Amy Mill Apt. 592,Rochester,New York,10701,2023-01-19,buyer
931,Zachary,Palmer,female,1935-03-23,279-972-3501,zachary.palmer@yahoo.com,1953 Bowman Street,Rochester,New York,12201,2022-09-08,landlord
932,Justin,Moore,female,1999-02-05,468-899-1341,justin.moore@gmail.com,935 Kathryn Place,Syracuse,New York,14201,2021-12-24,landlord
933,Angela,Schmidt,male,1981-12-14,902-266-4313,angela.schmidt@gmail.com,67960 Brown Spring,Albany,New York,12201,2021-12-08,seller
934,Scott,Simpson,female,2005-05-08,207-456-8988,scott.simpson@outlook.com,7171 Lisa Keys Suite 173,New York,New York,10801,2020-05-23,renter
935,Geoffrey,Smith,male,1995-12-28,855-625-1330,geoffrey.smith@gmail.com,9506 Kelly Spur Apt. 071,New York,New York,10801,2023-03-04,landlord
936,Olivia,Carson,male,1942-12-30,666-352-5546,olivia.carson@outlook.com,494 David Cove Suite 100,Utica,New York,10701,2023-02-10,renter
937,Andre,Miller,female,1963-08-29,323-582-1635,andre.miller@hotmail.com,603 Ronald Corners,Syracuse,New York,14201,2022-08-19,seller
938,Jennifer,Rivera,male,1984-08-17,865-931-8059,jennifer.rivera@yahoo.com,8769 White Mountain Apt. 251,Albany,New York,12301,2021-07-10,buyer
939,Nicholas,Perez,female,1942-03-19,821-352-7677,nicholas.perez@outlook.com,61683 Nichols Creek,Syracuse,New York,10550,2024-08-01,renter
940,Mallory,Fowler,male,1936-08-12,817-556-7519,mallory.fowler@gmail.com,4854 Tony Junctions,Yonkers,New York,10701,2022-05-27,landlord
941,Jose,Bauer,male,1997-07-06,885-118-3925,jose.bauer@outlook.com,8594 Alice Summit Suite 696,Rochester,New York,13501,2021-07-31,buyer
942,Edward,Yang,male,1934-08-27,989-900-7119,edward.yang@yahoo.com,6649 Alexander Gateway,Buffalo,New York,10801,2023-01-14,renter
943,Jennifer,Dixon,female,2000-11-19,496-653-6965,jennifer.dixon@outlook.com,641 Thomas Prairie Suite 259,Yonkers,New York,10701,2020-11-25,buyer
944,Brooke,Holt,male,1967-10-01,339-697-4551,brooke.holt@gmail.com,193 Wolfe Locks,Rochester,New York,12301,2024-03-01,buyer
945,Jacob,Thompson,male,2001-11-15,162-321-6576,jacob.thompson@yahoo.com,63792 Soto Gardens,Yonkers,New York,12301,2021-06-16,landlord
946,Stephanie,Floyd,male,1946-05-10,228-867-9222,stephanie.floyd@outlook.com,323 Cuevas Lakes Apt. 443,Syracuse,New York,13501,2021-11-22,seller
947,Curtis,Myers,male,1983-05-04,566-836-8079,curtis.myers@yahoo.com,32612 Farrell Prairie Suite 422,Albany,New York,12301,2022-11-02,seller
948,Amy,Gonzales,female,1946-10-02,347-967-5156,amy.gonzales@yahoo.com,60704 Christina Forest Apt. 092,Yonkers,New York,14201,2020-09-08,landlord
949,Robert,Singleton,female,2005-11-19,819-493-1664,robert.singleton@outlook.com,0971 Kelly Skyway Apt. 069,Rochester,New York,14602,2022-05-18,landlord
950,Kimberly,Mcdowell,male,1962-01-05,181-405-4767,kimberly.mcdowell@yahoo.com,343 Samuel Glens,New York,New York,10550,2023-06-22,renter
951,Kristina,Smith,female,1979-06-14,977-273-2927,kristina.smith@yahoo.com,145 Natalie Mission Apt. 031,Schenectady,New York,10001,2020-11-06,landlord
952,Julie,Pratt,female,1935-07-11,234-653-2044,julie.pratt@yahoo.com,99365 Kendra Skyway,Buffalo,New York,10701,2022-03-22,renter
953,Amy,Clements,female,1963-08-27,980-105-8164,amy.clements@gmail.com,95944 Randolph Fork,Utica,New York,13501,2023-08-03,landlord
954,Carrie,Rodriguez,female,1976-05-12,398-173-7334,carrie.rodriguez@hotmail.com,6770 Julie Run,Schenectady,New York,14602,2022-09-28,renter
955,Jennifer,Griffin,male,1963-01-27,594-245-9399,jennifer.griffin@gmail.com,908 Chaney Wall Apt. 108,Syracuse,New York,14201,2020-05-18,landlord
956,Scott,Flores,female,1935-11-08,920-855-5389,scott.flores@yahoo.com,657 Julie Curve,Mount Vernon,New York,12201,2024-01-03,renter
957,Tasha,Zamora,male,2003-01-02,851-502-7205,tasha.zamora@outlook.com,356 David Prairie,Albany,New York,12301,2021-06-21,buyer
958,Vincent,Baird,female,1979-07-06,763-276-9822,vincent.baird@outlook.com,635 Elizabeth Hills,New York,New York,10550,2021-06-07,landlord
959,Joshua,Phillips,male,1987-02-13,936-419-6624,joshua.phillips@hotmail.com,56521 Robertson Wall Suite 350,Mount Vernon,New York,12301,2024-01-01,seller
960,Paula,Ford,female,1979-01-13,885-545-3214,paula.ford@hotmail.com,2737 Davila Fields Apt. 463,New Rochelle,New York,14602,2021-11-08,renter
961,Tara,Diaz,female,1997-08-21,241-286-8694,tara.diaz@outlook.com,410 White Meadows Apt. 085,Buffalo,New York,10550,2023-07-29,seller
962,Melissa,Wilkinson,female,1972-05-14,113-241-7455,melissa.wilkinson@hotmail.com,415 Dickerson Islands,Rochester,New York,12201,2023-11-20,renter
963,Cameron,Pierce,male,1938-09-21,559-292-4628,cameron.pierce@yahoo.com,23417 Ward Turnpike,Schenectady,New York,10001,2020-06-17,renter
964,Frank,Jordan,female,1941-09-14,805-230-6692,frank.jordan@yahoo.com,67437 Rodriguez Locks Suite 048,Albany,New York,10001,2022-03-28,buyer
965,Angela,Scott,female,1937-08-16,975-249-7475,angela.scott@hotmail.com,97804 Hardin Mills,Yonkers,New York,13501,2021-03-02,seller
966,Brianna,Jones,female,2005-10-16,590-962-3970,brianna.jones@outlook.com,877 Boyle Way,Albany,New York,10701,2023-10-18,renter
967,Tina,Allen,male,1944-07-06,199-692-7571,tina.allen@gmail.com,7694 Jill Plaza Apt. 424,Albany,New York,13501,2021-05-06,seller
968,Isaiah,Shelton,female,1960-11-13,274-202-5853,isaiah.shelton@gmail.com,202 Diaz Club,Buffalo,New York,10701,2020-08-18,buyer
969,Cynthia,Flores,female,1999-05-27,829-630-1783,cynthia.flores@gmail.com,851 Donald Underpass Suite 593,Yonkers,New York,10701,2023-12-17,landlord
970,Caroline,Thompson,male,1973-05-15,392-197-4727,caroline.thompson@hotmail.com,35801 Smith Mountains,Rochester,New York,13501,2022-03-14,landlord
971,Heidi,Guerrero,female,1990-09-24,551-105-6770,heidi.guerrero@gmail.com,2999 Laura Fort Apt. 627,Yonkers,New York,13501,2023-02-19,renter
972,Jeremiah,Smith,male,1996-01-11,784-221-8617,jeremiah.smith@outlook.com,2032 Ashley Wall,Utica,New York,14201,2023-01-02,buyer
973,John,Floyd,male,2000-10-06,529-814-3504,john.floyd@outlook.com,554 Anna Springs Suite 776,Schenectady,New York,14201,2020-02-12,buyer
974,David,Crawford,female,1940-08-22,327-381-7036,david.crawford@hotmail.com,42062 Stephen Garden,Rochester,New York,10701,2021-03-02,landlord
975,Tiffany,Andrews,male,1998-05-21,939-984-1202,tiffany.andrews@outlook.com,0411 Scott Meadow Suite 810,Yonkers,New York,10001,2021-01-06,seller
976,Marcus,Cervantes,male,1938-05-11,127-609-9248,marcus.cervantes@hotmail.com,42805 Lucas Fields Apt. 888,New York,New York,14602,2021-05-04,seller
977,Ryan,Harrell,male,1968-01-22,621-820-2145,ryan.harrell@gmail.com,58902 Flowers Lights,Yonkers,New York,10701,2022-01-01,landlord
978,Laura,West,female,1968-01-18,633-632-1550,laura.west@gmail.com,878 Daniel Estate,Utica,New York,10550,2020-10-12,renter
979,Douglas,Sparks,male,1938-02-14,173-758-3982,douglas.sparks@gmail.com,319 Callahan Branch Apt. 926,Syracuse,New York,14602,2023-03-02,seller
980,Glenn,Bray,male,1977-05-08,691-323-1228,glenn.bray@gmail.com,6991 Kim Forges,Buffalo,New York,12301,2021-02-19,renter
981,Katherine,Rosario,male,1937-12-13,932-123-6858,katherine.rosario@hotmail.com,79254 Troy Glens Suite 310,Utica,New York,13501,2020-08-27,buyer
982,Lynn,Berry,female,1937-07-20,844-174-5535,lynn.berry@yahoo.com,2882 Hanson Villages Suite 559,Buffalo,New York,10001,2021-12-24,buyer
983,Edwin,Ayers,male,1944-12-07,429-858-1708,edwin.ayers@gmail.com,682 Scott Stream,Yonkers,New York,13501,2021-05-03,seller
984,Ronald,Gonzales,male,1941-05-21,546-810-9873,ronald.gonzales@gmail.com,9568 Michael Dam,Rochester,New York,13501,2024-08-03,landlord
985,Randall,Green,male,2003-08-23,403-564-1621,randall.green@hotmail.com,416 Jones Ferry Suite 875,New Rochelle,New York,13501,2022-11-14,seller
986,Eric,Arias,male,2003-01-14,737-349-3620,eric.arias@outlook.com,243 Stephanie Ridges,Utica,New York,13201,2023-01-15,renter
987,Taylor,Frost,male,2003-10-09,458-386-3368,taylor.frost@gmail.com,863 Julie Centers,Albany,New York,13201,2022-08-25,landlord
988,Robert,Owens,male,1990-05-14,641-698-8394,robert.owens@gmail.com,67421 Kevin Point,Utica,New York,12301,2020-04-21,seller
989,William,Fleming,male,1964-02-15,527-597-5493,william.fleming@outlook.com,079 Christopher Union Apt. 777,Utica,New York,14602,2023-05-01,buyer
990,Matthew,Fox,female,1974-08-09,471-292-2548,matthew.fox@outlook.com,75120 Collins Rue,Schenectady,New York,12201,2024-07-11,seller
991,Frederick,Perez,male,1941-12-05,703-913-9434,frederick.perez@hotmail.com,8464 Park Radial,New Rochelle,New York,14602,2023-11-22,seller
992,Joseph,Carter,female,1988-03-18,519-987-3610,joseph.carter@hotmail.com,23887 Amanda Estate Apt. 300,Rochester,New York,10701,2020-01-23,landlord
993,Sean,Taylor,female,1982-11-12,768-795-8661,sean.taylor@hotmail.com,839 Turner Spur Apt. 504,Albany,New York,12201,2020-01-12,buyer
994,Thomas,Cunningham,male,1999-04-04,251-460-9871,thomas.cunningham@gmail.com,2020 Michael Mission,Utica,New York,10550,2021-11-23,renter
995,Roy,Young,female,1954-07-27,920-636-8508,roy.young@hotmail.com,4340 Garrett Skyway,Syracuse,New York,10550,2021-09-13,renter
996,Sarah,Nunez,female,1974-10-13,300-345-4737,sarah.nunez@outlook.com,6322 Mccarthy Union Suite 621,Schenectady,New York,14602,2023-03-15,seller
997,Michael,Solomon,female,1990-07-01,985-795-7190,michael.solomon@yahoo.com,727 Bartlett Fields Suite 525,Syracuse,New York,12301,2022-06-17,buyer
998,Shane,Sullivan,female,1945-09-26,277-204-8132,shane.sullivan@yahoo.com,9445 Cisneros Vista Apt. 360,New Rochelle,New York,13201,2022-04-17,buyer
999,Matthew,Bell,male,1946-05-13,437-570-8139,matthew.bell@gmail.com,7429 Miller Island Apt. 078,Albany,New York,13501,2022-01-12,seller
1000,Alexandria,Nguyen,female,1987-01-29,403-315-1825,alexandria.nguyen@gmail.com,775 Baker Bypass,New York,New York,13201,2021-05-26,renter
1001,James,Mcknight,male,1990-02-18,241-888-6417,james.mcknight@yahoo.com,714 Robert Alley Apt. 139,Buffalo,New York,10701,2020-07-11,renter
1002,Christopher,Gomez,male,1983-04-23,206-241-4749,christopher.gomez@yahoo.com,30367 Michael Freeway,Albany,New York,10701,2021-05-06,renter
1003,Emily,Ramos,female,1980-09-03,620-132-2413,emily.ramos@yahoo.com,965 Reynolds Terrace,Schenectady,New York,10701,2023-09-02,landlord
1004,Ryan,Roberts,female,1975-05-26,398-146-9913,ryan.roberts@yahoo.com,8158 Casey Course Apt. 965,New York,New York,13501,2023-02-20,seller
1005,Maria,Bowman,male,1950-10-18,246-275-3274,maria.bowman@yahoo.com,09592 Duffy Roads,Syracuse,New York,10701,2022-02-24,landlord
1006,Shannon,Herrera,male,1995-11-23,789-407-9500,shannon.herrera@yahoo.com,4001 Johnson Roads Suite 750,Buffalo,New York,10001,2020-02-11,buyer
1007,Michael,Leach,male,1996-12-20,860-343-7717,michael.leach@yahoo.com,85724 Taylor Squares,Yonkers,New York,10550,2020-12-09,buyer
1008,David,Hardin,male,2004-01-30,602-574-2874,david.hardin@yahoo.com,0075 Todd Vista Suite 446,New Rochelle,New York,12201,2022-01-23,landlord
1009,Randall,Larson,male,1957-05-21,584-355-5234,randall.larson@hotmail.com,9283 Cassidy Lodge Apt. 356,Mount Vernon,New York,13201,2020-04-28,buyer
1010,Randy,Martinez,female,1938-03-20,138-504-9379,randy.martinez@yahoo.com,986 Michael Summit Apt. 397,Utica,New York,14602,2022-03-02,seller
1011,Charles,Gray,female,1998-10-09,304-728-9605,charles.gray@yahoo.com,6202 Holmes Ford,Syracuse,New York,12201,2021-09-05,buyer
1012,Lisa,Sanchez,female,1942-09-28,138-514-5193,lisa.sanchez@gmail.com,2405 Kevin Extension,Albany,New York,12301,2023-04-13,seller
1013,Sheri,Martin,male,1971-02-20,880-869-3092,sheri.martin@yahoo.com,82340 Alan Center,Yonkers,New York,13501,2021-10-31,landlord
1014,Donald,Bailey,female,1966-12-11,702-381-7525,donald.bailey@hotmail.com,13215 Kelsey Shoals Apt. 333,Albany,New York,14602,2021-05-02,buyer
1015,Michael,Evans,male,1944-12-20,754-365-4946,michael.evans@hotmail.com,435 Brad Terrace Apt. 291,New Rochelle,New York,13501,2020-11-12,landlord
1016,Kaitlyn,Mclaughlin,female,1938-07-18,219-456-8524,kaitlyn.mclaughlin@outlook.com,254 Cooper Port Suite 730,Rochester,New York,10550,2022-09-09,landlord
1017,Brian,Lang,female,1995-09-25,170-441-1630,brian.lang@yahoo.com,5298 Scott Center Apt. 928,New Rochelle,New York,12301,2023-02-27,landlord
1018,Kevin,Norris,male,1961-09-18,922-534-3529,kevin.norris@gmail.com,398 Michele Wells Suite 108,Utica,New York,10001,2023-11-09,seller
1019,Dawn,Murphy,male,1964-07-18,706-502-2046,dawn.murphy@outlook.com,85719 Eric View,New York,New York,12201,2022-05-04,buyer
1020,Brooke,Cochran,female,1956-08-14,248-667-3767,brooke.cochran@outlook.com,46806 Jenkins Plaza,New York,New York,10001,2024-04-24,renter
1021,Brendan,Hartman,male,1956-11-09,242-687-6813,brendan.hartman@hotmail.com,4053 Timothy Land,Buffalo,New York,12201,2024-03-05,landlord
1022,Yvonne,Anderson,male,1989-10-08,399-434-7177,yvonne.anderson@outlook.com,11053 Katie Springs,Utica,New York,10801,2023-01-08,seller
